group	y	x	density	scaled	count	ymax
23	8.57483004538952e-18	0.164814136696727	8.57483004538952e-18	1.93413713145331e-18	8.57483004538952e-15	8.57483004538952e-18
23	1.07611501062152e-16	0.170750223117535	1.07611501062152e-16	2.42728309335582e-17	1.07611501062152e-13	1.07611501062152e-16
23	1.7085288370601e-17	0.176686309538343	1.7085288370601e-17	3.85375458921597e-18	1.7085288370601e-14	1.7085288370601e-17
23	1.11639267548664e-18	0.182622395959151	1.11639267548664e-18	2.5181333221901e-19	1.11639267548664e-15	1.11639267548664e-18
23	0	0.188558482379959	0	0	0	0
23	0	0.194494568800767	0	0	0	0
23	0	0.200430655221575	0	0	0	0
23	0	0.206366741642383	0	0	0	0
23	0	0.212302828063191	0	0	0	0
23	0	0.218238914483998	0	0	0	0
23	0	0.224175000904806	0	0	0	0
23	2.50052452207648e-17	0.230111087325614	2.50052452207648e-17	5.64017863987644e-18	2.50052452207648e-14	2.50052452207648e-17
23	2.6053197518238e-17	0.236047173746422	2.6053197518238e-17	5.87655457267112e-18	2.6053197518238e-14	2.6053197518238e-17
23	0	0.24198326016723	0	0	0	0
23	1.25333492755772e-17	0.247919346588038	1.25333492755772e-17	2.82702002104418e-18	1.25333492755772e-14	1.25333492755772e-17
23	2.39369669665677e-17	0.253855433008846	2.39369669665677e-17	5.39921798791837e-18	2.39369669665677e-14	2.39369669665677e-17
23	1.79633116607195e-17	0.259791519429654	1.79633116607195e-17	4.05180136550305e-18	1.79633116607195e-14	1.79633116607195e-17
23	9.96533372916268e-17	0.265727605850462	9.96533372916268e-17	2.24777889367743e-17	9.96533372916268e-14	9.96533372916268e-17
23	2.02073801296782e-16	0.27166369227127	2.02073801296782e-16	4.55797304801591e-17	2.02073801296782e-13	2.02073801296782e-16
23	1.17953344656609e-16	0.277599778692078	1.17953344656609e-16	2.66055353251138e-17	1.17953344656609e-13	1.17953344656609e-16
23	0	0.283535865112886	0	0	0	0
23	0	0.289471951533694	0	0	0	0
23	0	0.295408037954502	0	0	0	0
23	0	0.30134412437531	0	0	0	0
23	0	0.307280210796118	0	0	0	0
23	3.87709067849838e-17	0.313216297216926	3.87709067849838e-17	8.74515880035099e-18	3.87709067849838e-14	3.87709067849838e-17
23	1.22875359540187e-17	0.319152383637734	1.22875359540187e-17	2.77157441219647e-18	1.22875359540187e-14	1.22875359540187e-17
23	1.15880694725758e-16	0.325088470058541	1.15880694725758e-16	2.61380287773987e-17	1.15880694725758e-13	1.15880694725758e-16
23	7.48329985115509e-17	0.331024556479349	7.48329985115509e-17	1.68793177605896e-17	7.48329985115509e-14	7.48329985115509e-17
23	7.16433999624344e-17	0.336960642900157	7.16433999624344e-17	1.61598724823018e-17	7.16433999624344e-14	7.16433999624344e-17
23	9.0913418695247e-17	0.342896729320965	9.0913418695247e-17	2.05064144612852e-17	9.0913418695247e-14	9.0913418695247e-17
23	4.0608903520174e-17	0.348832815741773	4.0608903520174e-17	9.15973701521984e-18	4.0608903520174e-14	4.0608903520174e-17
23	0	0.354768902162581	0	0	0	0
23	7.21540112006775e-17	0.360704988583389	7.21540112006775e-17	1.62750458618785e-17	7.21540112006775e-14	7.21540112006775e-17
23	1.40528507209205e-16	0.366641075004197	1.40528507209205e-16	3.16975849529716e-17	1.40528507209205e-13	1.40528507209205e-16
23	8.28403209023267e-17	0.372577161425005	8.28403209023267e-17	1.86854479669655e-17	8.28403209023268e-14	8.28403209023267e-17
23	1.22062281660349e-16	0.378513247845813	1.22062281660349e-16	2.75323464208052e-17	1.22062281660349e-13	1.22062281660349e-16
23	0	0.384449334266621	0	0	0	0
23	0	0.390385420687429	0	0	0	0
23	0	0.396321507108237	0	0	0	0
23	0	0.402257593529045	0	0	0	0
23	0	0.408193679949853	0	0	0	0
23	0	0.414129766370661	0	0	0	0
23	0	0.420065852791469	0	0	0	0
23	0	0.426001939212277	0	0	0	0
23	0	0.431938025633085	0	0	0	0
23	0	0.437874112053892	0	0	0	0
23	0	0.4438101984747	0	0	0	0
23	0	0.449746284895508	0	0	0	0
23	0	0.455682371316316	0	0	0	0
23	0	0.461618457737124	0	0	0	0
23	0	0.467554544157932	0	0	0	0
23	0	0.47349063057874	0	0	0	0
23	0	0.479426716999548	0	0	0	0
23	0	0.485362803420356	0	0	0	0
23	2.04320912546244e-17	0.491298889841164	2.04320912546244e-17	4.60865884916981e-18	2.04320912546244e-14	2.04320912546244e-17
23	6.13411746586392e-17	0.497234976261972	6.13411746586392e-17	1.38361043853024e-17	6.13411746586392e-14	6.13411746586392e-17
23	0	0.50317106268278	0	0	0	0
23	0	0.509107149103588	0	0	0	0
23	1.15940711607201e-19	0.515043235524396	1.15940711607201e-19	2.61515661744431e-20	1.15940711607201e-16	1.15940711607201e-19
23	2.00538952485479e-18	0.520979321945204	2.00538952485479e-18	4.52335302567851e-19	2.00538952485479e-15	2.00538952485479e-18
23	2.47574091853196e-18	0.526915408366012	2.47574091853196e-18	5.58427678804621e-19	2.47574091853196e-15	2.47574091853196e-18
23	2.38900371021253e-19	0.53285149478682	2.38900371021253e-19	5.38863249608801e-20	2.38900371021253e-16	2.38900371021253e-19
23	0	0.538787581207628	0	0	0	0
23	1.7159452253899e-16	0.544723667628436	1.7159452253899e-16	3.87048298146867e-17	1.7159452253899e-13	1.7159452253899e-16
23	5.45966357224516e-17	0.550659754049244	5.45966357224516e-17	1.23148073890982e-17	5.45966357224516e-14	5.45966357224516e-17
23	4.7494257056112e-18	0.556595840470052	4.7494257056112e-18	1.07127961273595e-18	4.7494257056112e-15	4.7494257056112e-18
23	1.66611165593148e-16	0.562531926890859	1.66611165593148e-16	3.75807847132422e-17	1.66611165593148e-13	1.66611165593148e-16
23	1.99781112101395e-15	0.568468013311667	1.99781112101395e-15	4.50625919152888e-16	1.99781112101395e-12	1.99781112101395e-15
23	1.87917975845406e-14	0.574404099732475	1.87917975845406e-14	4.23867450230772e-15	1.87917975845406e-11	1.87917975845406e-14
23	1.5795422383105e-13	0.580340186153283	1.5795422383105e-13	3.56281264776535e-14	1.5795422383105e-10	1.5795422383105e-13
23	1.21091828974308e-12	0.586276272574091	1.21091828974308e-12	2.73134512865047e-13	1.21091828974308e-09	1.21091828974308e-12
23	8.43904531807378e-12	0.592212358994899	8.43904531807378e-12	1.9035095526447e-12	8.43904531807378e-09	8.43904531807378e-12
23	5.34943662782657e-11	0.598148445415707	5.34943662782657e-11	1.20661796904055e-11	5.34943662782657e-08	5.34943662782657e-11
23	3.08764980437328e-10	0.604084531836515	3.08764980437328e-10	6.9644973765677e-11	3.08764980437328e-07	3.08764980437328e-10
23	1.62470341608894e-09	0.610020618257323	1.62470341608894e-09	3.66467811959287e-10	1.62470341608894e-06	1.62470341608894e-09
23	7.80627331807363e-09	0.615956704678131	7.80627331807363e-09	1.76078161349419e-09	7.80627331807363e-06	7.80627331807363e-09
23	3.4322064100205e-08	0.621892791098939	3.4322064100205e-08	7.74167864003556e-09	3.4322064100205e-05	3.4322064100205e-08
23	1.3847680061057e-07	0.627828877519747	1.3847680061057e-07	3.12348023795255e-08	0.00013847680061057	1.3847680061057e-07
23	5.14472117887562e-07	0.633764963940555	5.14472117887562e-07	1.16044238898796e-07	0.000514472117887562	5.14472117887562e-07
23	1.82597432122759e-06	0.639701050361363	1.82597432122759e-06	4.11866441325614e-07	0.00182597432122759	1.82597432122759e-06
23	6.36037922224442e-06	0.645637136782171	6.36037922224442e-06	1.43464599983314e-06	0.00636037922224442	6.36037922224442e-06
23	2.02889546227102e-05	0.651573223202979	2.02889546227102e-05	4.57637297607484e-06	0.0202889546227102	2.02889546227102e-05
23	5.93534446514124e-05	0.657509309623787	5.93534446514124e-05	1.33877523603724e-05	0.0593534446514124	5.93534446514124e-05
23	0.000159506135666636	0.663445396044595	0.000159506135666636	3.59781754337332e-05	0.159506135666636	0.000159506135666636
