x	y	group
-12	-9068	-1
-11.9559118236473	-8967.48930850323	-1
-11.9118236472946	-8867.70301505981	-1
-11.8677354709419	-8768.63854875506	-1
-11.8236472945892	-8670.29333867433	-1
-11.7795591182365	-8572.66481390297	-1
-11.7354709418838	-8475.75040352632	-1
-11.6913827655311	-8379.54753662972	-1
-11.6472945891784	-8284.05364229851	-1
-11.6032064128257	-8189.26614961804	-1
-11.5591182364729	-8095.18248767365	-1
-11.5150300601202	-8001.80008555068	-1
-11.4709418837675	-7909.11637233447	-1
-11.4268537074148	-7817.12877711037	-1
-11.3827655310621	-7725.83472896372	-1
-11.3386773547094	-7635.23165697985	-1
-11.2945891783567	-7545.31699024412	-1
-11.250501002004	-7456.08815784186	-1
-11.2064128256513	-7367.54258885843	-1
-11.1623246492986	-7279.67771237915	-1
-11.1182364729459	-7192.49095748937	-1
-11.0741482965932	-7105.97975327444	-1
-11.0300601202405	-7020.14152881971	-1
-10.9859719438878	-6934.97371321049	-1
-10.9418837675351	-6850.47373553216	-1
-10.8977955911824	-6766.63902487004	-1
-10.8537074148297	-6683.46701030947	-1
-10.809619238477	-6600.9551209358	-1
-10.7655310621242	-6519.10078583438	-1
-10.7214428857715	-6437.90143409055	-1
-10.6773547094188	-6357.35449478964	-1
-10.6332665330661	-6277.457397017	-1
-10.5891783567134	-6198.20756985797	-1
-10.5450901803607	-6119.6024423979	-1
-10.501002004008	-6041.63944372212	-1
-10.4569138276553	-5964.31600291599	-1
-10.4128256513026	-5887.62954906484	-1
-10.3687374749499	-5811.57751125401	-1
-10.3246492985972	-5736.15731856885	-1
-10.2805611222445	-5661.3664000947	-1
-10.2364729458918	-5587.2021849169	-1
-10.1923847695391	-5513.6621021208	-1
-10.1482965931864	-5440.74358079173	-1
-10.1042084168337	-5368.44405001504	-1
-10.060120240481	-5296.76093887608	-1
-10.0160320641283	-5225.69167646018	-1
-9.97194388777555	-5155.23369185268	-1
-9.92785571142285	-5085.38441413894	-1
-9.88376753507014	-5016.14127240429	-1
-9.83967935871743	-4947.50169573407	-1
-9.79559118236473	-4879.46311321363	-1
-9.75150300601202	-4812.02295392831	-1
-9.70741482965932	-4745.17864696345	-1
-9.66332665330661	-4678.92762140439	-1
-9.61923847695391	-4613.26730633648	-1
-9.5751503006012	-4548.19513084506	-1
-9.5310621242485	-4483.70852401547	-1
-9.48697394789579	-4419.80491493306	-1
-9.44288577154309	-4356.48173268316	-1
-9.39879759519038	-4293.73640635112	-1
-9.35470941883768	-4231.56636502228	-1
-9.31062124248497	-4169.96903778199	-1
-9.26653306613226	-4108.94185371558	-1
-9.22244488977956	-4048.48224190841	-1
-9.17835671342685	-3988.5876314458	-1
-9.13426853707415	-3929.25545141311	-1
-9.09018036072144	-3870.48313089567	-1
-9.04609218436874	-3812.26809897883	-1
-9.00200400801603	-3754.60778474793	-1
-8.95791583166333	-3697.49961728832	-1
-8.91382765531062	-3640.94102568533	-1
-8.86973947895792	-3584.92943902431	-1
-8.82565130260521	-3529.46228639061	-1
-8.7815631262525	-3474.53699686955	-1
-8.7374749498998	-3420.15099954649	-1
-8.69338677354709	-3366.30172350677	-1
-8.64929859719439	-3312.98659783573	-1
-8.60521042084168	-3260.20305161872	-1
-8.56112224448898	-3207.94851394107	-1
-8.51703406813627	-3156.22041388813	-1
-8.47294589178357	-3105.01618054523	-1
-8.42885771543086	-3054.33324299774	-1
-8.38476953907816	-3004.16903033097	-1
-8.34068136272545	-2954.52097163029	-1
-8.29659318637275	-2905.38649598103	-1
-8.25250501002004	-2856.76303246852	-1
-8.20841683366733	-2808.64801017813	-1
-8.16432865731463	-2761.03885819518	-1
-8.12024048096192	-2713.93300560503	-1
-8.07615230460922	-2667.327881493	-1
-8.03206412825651	-2621.22091494446	-1
-7.98797595190381	-2575.60953504472	-1
-7.9438877755511	-2530.49117087915	-1
-7.8997995991984	-2485.86325153309	-1
-7.85571142284569	-2441.72320609186	-1
-7.81162324649299	-2398.06846364083	-1
-7.76753507014028	-2354.89645326532	-1
-7.72344689378758	-2312.20460405069	-1
-7.67935871743487	-2269.99034508228	-1
-7.63527054108216	-2228.25110544542	-1
-7.59118236472946	-2186.98431422546	-1
-7.54709418837675	-2146.18740050774	-1
-7.50300601202405	-2105.85779337761	-1
-7.45891783567134	-2065.9929219204	-1
-7.41482965931864	-2026.59021522147	-1
-7.37074148296593	-1987.64710236615	-1
-7.32665330661323	-1949.16101243978	-1
-7.28256513026052	-1911.12937452771	-1
-7.23847695390782	-1873.54961771528	-1
-7.19438877755511	-1836.41917108783	-1
-7.15030060120241	-1799.7354637307	-1
-7.1062124248497	-1763.49592472925	-1
-7.06212424849699	-1727.6979831688	-1
-7.01803607214429	-1692.3390681347	-1
-6.97394789579158	-1657.4166087123	-1
-6.92985971943888	-1622.92803398694	-1
-6.88577154308617	-1588.87077304395	-1
-6.84168336673347	-1555.24225496869	-1
-6.79759519038076	-1522.03990884649	-1
-6.75350701402806	-1489.2611637627	-1
-6.70941883767535	-1456.90344880266	-1
-6.66533066132265	-1424.96419305171	-1
-6.62124248496994	-1393.44082559519	-1
-6.57715430861723	-1362.33077551845	-1
-6.53306613226453	-1331.63147190683	-1
-6.48897795591182	-1301.34034384567	-1
-6.44488977955912	-1271.45482042032	-1
-6.40080160320641	-1241.97233071611	-1
-6.35671342685371	-1212.89030381839	-1
-6.312625250501	-1184.2061688125	-1
-6.2685370741483	-1155.91735478378	-1
-6.22444889779559	-1128.02129081759	-1
-6.18036072144289	-1100.51540599925	-1
-6.13627254509018	-1073.39712941411	-1
-6.09218436873748	-1046.66389014751	-1
-6.04809619238477	-1020.31311728481	-1
-6.00400801603206	-994.342239911327	-1
-5.95991983967936	-968.748687112418	-1
-5.91583166332665	-943.529887973424	-1
-5.87174348697395	-918.683271579685	-1
-5.82765531062124	-894.206267016545	-1
-5.78356713426854	-870.096303369346	-1
-5.73947895791583	-846.35080972343	-1
-5.69539078156313	-822.96721516414	-1
-5.65130260521042	-799.942948776819	-1
-5.60721442885772	-777.275439646809	-1
-5.56312625250501	-754.962116859451	-1
-5.5190380761523	-733.00040950009	-1
-5.4749498997996	-711.387746654066	-1
-5.43086172344689	-690.121557406724	-1
-5.38677354709419	-669.199270843404	-1
-5.34268537074148	-648.61831604945	-1
-5.29859719438878	-628.376122110205	-1
-5.25450901803607	-608.47011811101	-1
-5.21042084168337	-588.897733137207	-1
-5.16633266533066	-569.656396274141	-1
-5.12224448897796	-550.743536607152	-1
-5.07815631262525	-532.156583221583	-1
-5.03406813627255	-513.892965202778	-1
-4.98997995991984	-495.950111636078	-1
-4.94589178356713	-478.325451606825	-1
-4.90180360721443	-461.016414200363	-1
-4.85771543086172	-444.020428502034	-1
-4.81362725450902	-427.334923597179	-1
-4.76953907815631	-410.957328571143	-1
-4.72545090180361	-394.885072509266	-1
-4.6813627254509	-379.115584496892	-1
-4.6372745490982	-363.646293619363	-1
-4.59318637274549	-348.474628962022	-1
-4.54909819639279	-333.59801961021	-1
-4.50501002004008	-319.013894649271	-1
-4.46092184368737	-304.719683164547	-1
-4.41683366733467	-290.71281424138	-1
-4.37274549098196	-276.990716965113	-1
-4.32865731462926	-263.550820421088	-1
-4.28456913827655	-250.390553694648	-1
-4.24048096192385	-237.507345871135	-1
-4.19639278557114	-224.898626035892	-1
-4.15230460921844	-212.561823274261	-1
-4.10821643286573	-200.494366671584	-1
-4.06412825651303	-188.693685313205	-1
-4.02004008016032	-177.157208284465	-1
-3.97595190380762	-165.882364670707	-1
-3.93186372745491	-154.866583557273	-1
-3.8877755511022	-144.107294029507	-1
-3.8436873747495	-133.60192517275	-1
-3.79959919839679	-123.347906072344	-1
-3.75551102204409	-113.342665813633	-1
-3.71142284569138	-103.583633481959	-1
-3.66733466933868	-94.0682381626639	-1
-3.62324649298597	-84.7939089410905	-1
-3.57915831663327	-75.7580749025813	-1
-3.53507014028056	-66.9581651324784	-1
-3.49098196392785	-58.3916087161248	-1
-3.44689378757515	-50.0558347388628	-1
-3.40280561122244	-41.9482722860348	-1
-3.35871743486974	-34.0663504429833	-1
-3.31462925851703	-26.4074982950507	-1
-3.27054108216433	-18.9691449275795	-1
-3.22645290581162	-11.7487194259121	-1
-3.18236472945892	-4.74365087539107	-1
-3.13827655310621	2.04863163864118	-1
-3.09418837675351	8.63069903084248	-1
-3.0501002004008	15.0051222158697	-1
-3.0060120240481	21.1744721083809	-1
-2.96192384769539	27.1413196230334	-1
-2.91783567134268	32.9082356744848	-1
-2.87374749498998	38.4777911773926	-1
-2.82965931863727	43.8525570464144	-1
-2.78557114228457	49.0351041962077	-1
-2.74148296593186	54.0280035414301	-1
-2.69739478957916	58.8338259967391	-1
-2.65330661322645	63.4551424767923	-1
-2.60921843687375	67.894523896247	-1
-2.56513026052104	72.154541169761	-1
-2.52104208416834	76.2377652119916	-1
-2.47695390781563	80.1467669375965	-1
-2.43286573146293	83.8841172612332	-1
-2.38877755511022	87.4523870975593	-1
-2.34468937875752	90.8541473612322	-1
-2.30060120240481	94.0919689669096	-1
-2.2565130260521	97.1684228292489	-1
-2.2124248496994	100.086079862908	-1
-2.16833667334669	102.847510982544	-1
-2.12424849699399	105.455287102814	-1
-2.08016032064128	107.911979138376	-1
-2.03607214428858	110.220158003889	-1
-1.99198396793587	112.382394614008	-1
-1.94789579158317	114.401259883392	-1
-1.90380761523046	116.279324726698	-1
-1.85971943887776	118.019160058584	-1
-1.81563126252505	119.623336793707	-1
-1.77154308617234	121.094425846726	-1
-1.72745490981964	122.434998132296	-1
-1.68336673346693	123.647624565077	-1
-1.63927855711423	124.734876059725	-1
-1.59519038076152	125.699323530898	-1
-1.55110220440882	126.543537893253	-1
-1.50701402805611	127.270090061449	-1
-1.46292585170341	127.881550950142	-1
-1.4188376753507	128.38049147399	-1
-1.374749498998	128.769482547651	-1
-1.33066132264529	129.051095085782	-1
-1.28657314629258	129.227900003041	-1
-1.24248496993988	129.302468214086	-1
-1.19839679358717	129.277370633573	-1
-1.15430861723447	129.15517817616	-1
-1.11022044088176	128.938461756506	-1
-1.06613226452906	128.629792289266	-1
-1.02204408817635	128.2317406891	-1
-0.977955911823647	127.746877870665	-1
-0.933867735470942	127.177774748617	-1
-0.889779559118235	126.527002237615	-1
-0.84569138276553	125.797131252316	-1
-0.801603206412825	124.990732707378	-1
-0.757515030060119	124.110377517458	-1
-0.713426853707414	123.158636597213	-1
-0.669338677354709	122.138080861302	-1
-0.625250501002004	121.051281224382	-1
-0.581162324649299	119.90080860111	-1
-0.537074148296593	118.689233906144	-1
-0.492985971943886	117.419128054141	-1
-0.448897795591181	116.09306195976	-1
-0.404809619238476	114.713606537656	-1
-0.360721442885771	113.283332702489	-1
-0.316633266533065	111.804811368916	-1
-0.27254509018036	110.280613451593	-1
-0.228456913827655	108.713309865179	-1
-0.18436873747495	107.105471524331	-1
-0.140280561122244	105.459669343707	-1
-0.0961923847695392	103.778474237965	-1
-0.0521042084168322	102.064457121761	-1
-0.00801603206412693	100.320188909753	-1
0.0360721442885783	98.5482405165993	-1
0.0801603206412835	96.7511828569569	-1
0.124248496993989	94.9315868454834	-1
0.168336673346694	93.0920233968364	-1
0.212424849699399	91.2350634256734	-1
0.256513026052104	89.363277846652	-1
0.30060120240481	87.4792375744296	-1
0.344689378757515	85.5855135236638	-1
0.388777555110222	83.6846766090121	-1
0.432865731462927	81.7792977451322	-1
0.476953907815632	79.8719478466815	-1
0.521042084168338	77.9651978283175	-1
0.565130260521043	76.0616186046978	-1
0.609218436873748	74.16378109048	-1
0.653306613226453	72.2742562003216	-1
0.697394789579159	70.39561484888	-1
0.741482965931864	68.5304279508129	-1
0.785571142284569	66.6812664207778	-1
