group	y	x	density	scaled	count	ymax
20	1.26268590478464e-16	-1.08733081762295	1.26268590478464e-16	2.91398278032602e-17	1.26268590478464e-13	1.26268590478464e-16
20	1.02128136915713e-16	-1.08733081762295	1.02128136915713e-16	2.35687775741761e-17	1.02128136915713e-13	1.02128136915713e-16
20	5.58741170788052e-17	-1.08733081762295	5.58741170788052e-17	1.2894435141519e-17	5.58741170788052e-14	5.58741170788052e-17
20	2.94943983838076e-17	-1.08733081762295	2.94943983838076e-17	6.80661506403285e-18	2.94943983838076e-14	2.94943983838076e-17
20	2.13682417733682e-17	-1.08733081762295	2.13682417733682e-17	4.93128879775196e-18	2.13682417733682e-14	2.13682417733682e-17
20	2.00348294834075e-18	-1.08733081762295	2.00348294834075e-18	4.62356852960791e-19	2.00348294834075e-15	2.00348294834075e-18
20	0	-1.08733081762295	0	0	0	0
20	3.11627121364291e-17	-1.08733081762295	3.11627121364291e-17	7.1916227313315e-18	3.11627121364291e-14	3.11627121364291e-17
20	1.25949979091508e-16	-1.08733081762295	1.25949979091508e-16	2.90662997713333e-17	1.25949979091508e-13	1.25949979091508e-16
20	1.87156275772552e-16	-1.08733081762295	1.87156275772552e-16	4.31912768460166e-17	1.87156275772552e-13	1.87156275772552e-16
20	1.40145518565422e-16	-1.08733081762295	1.40145518565422e-16	3.23422971850748e-17	1.40145518565422e-13	1.40145518565422e-16
20	1.07283391007648e-16	-1.08733081762295	1.07283391007648e-16	2.47584892511007e-17	1.07283391007648e-13	1.07283391007648e-16
20	2.86354782724138e-16	-1.08733081762295	2.86354782724138e-16	6.60839645679307e-17	2.86354782724138e-13	2.86354782724138e-16
20	1.29861518939511e-16	-1.08733081762295	1.29861518939511e-16	2.99689913843822e-17	1.29861518939511e-13	1.29861518939511e-16
20	5.16756416514176e-17	-1.08733081762295	5.16756416514176e-17	1.19255255296614e-17	5.16756416514176e-14	5.16756416514176e-17
20	8.04084790055865e-18	-1.08733081762295	8.04084790055865e-18	1.8556390178003e-18	8.04084790055865e-15	8.04084790055865e-18
20	9.82593674402305e-17	-1.08733081762295	9.82593674402305e-17	2.26759563595028e-17	9.82593674402305e-14	9.82593674402305e-17
20	4.16965484495779e-17	-1.08733081762295	4.16965484495779e-17	9.62258497704722e-18	4.16965484495779e-14	4.16965484495779e-17
20	0	-1.08733081762295	0	0	0	0
20	0	-1.08733081762295	0	0	0	0
20	1.73135896257739e-17	-1.08733081762295	1.73135896257739e-17	3.99557022407257e-18	1.73135896257739e-14	1.73135896257739e-17
20	1.95169145557546e-17	-1.08733081762295	1.95169145557546e-17	4.50404591712482e-18	1.95169145557546e-14	1.95169145557546e-17
20	0	-1.08733081762295	0	0	0	0
20	0	-1.08733081762295	0	0	0	0
20	3.15700235200956e-17	-1.08733081762295	3.15700235200956e-17	7.28562064116303e-18	3.15700235200956e-14	3.15700235200956e-17
20	1.12959940901872e-16	-1.08733081762295	1.12959940901872e-16	2.60685037670425e-17	1.12959940901872e-13	1.12959940901872e-16
20	5.61537108198215e-17	-1.08733081762295	5.61537108198215e-17	1.29589588163079e-17	5.61537108198215e-14	5.61537108198215e-17
20	3.08794861489501e-17	-1.08733081762295	3.08794861489501e-17	7.1262608192893e-18	3.08794861489501e-14	3.08794861489501e-17
20	2.63407593552676e-16	-1.08733081762295	2.63407593552676e-16	6.0788291760533e-17	2.63407593552676e-13	2.63407593552676e-16
20	2.24337471723624e-16	-1.08733081762295	2.24337471723624e-16	5.17718244186792e-17	2.24337471723624e-13	2.24337471723624e-16
20	8.71946698133446e-17	-1.08733081762295	8.71946698133446e-17	2.01224837791814e-17	8.71946698133445e-14	8.71946698133446e-17
20	3.51749256030045e-17	-1.08733081762295	3.51749256030045e-17	8.11754745325091e-18	3.51749256030045e-14	3.51749256030045e-17
20	5.94063474573056e-17	-1.08733081762295	5.94063474573056e-17	1.37095910294633e-17	5.94063474573056e-14	5.94063474573056e-17
20	1.5665152978093e-16	-1.08733081762295	1.5665152978093e-16	3.61514972618003e-17	1.5665152978093e-13	1.5665152978093e-16
