group	y	x	density	scaled	count	ymax
18	6.06098661324388e-19	-1.08733081762295	6.06098661324388e-19	1.75496051838628e-19	6.06098661324388e-16	6.06098661324388e-19
18	0	-1.08733081762295	0	0	0	0
18	2.30999075609727e-17	-1.08733081762295	2.30999075609727e-17	6.68858526420388e-18	2.30999075609727e-14	2.30999075609727e-17
18	1.03483468764012e-16	-1.08733081762295	1.03483468764012e-16	2.99636698734274e-17	1.03483468764012e-13	1.03483468764012e-16
18	3.80584507710662e-17	-1.08733081762295	3.80584507710662e-17	1.10198360029742e-17	3.80584507710662e-14	3.80584507710662e-17
18	0	-1.08733081762295	0	0	0	0
18	3.53881961277738e-17	-1.08733081762295	3.53881961277738e-17	1.02466629583784e-17	3.53881961277738e-14	3.53881961277738e-17
18	8.32777432396122e-17	-1.08733081762295	8.32777432396122e-17	2.41130958986906e-17	8.32777432396122e-14	8.32777432396122e-17
18	5.89252449159959e-17	-1.08733081762295	5.89252449159959e-17	1.70618225979662e-17	5.89252449159959e-14	5.89252449159959e-17
18	0	-1.08733081762295	0	0	0	0
18	3.76032004867128e-17	-1.08733081762295	3.76032004867128e-17	1.08880181445947e-17	3.76032004867128e-14	3.76032004867128e-17
18	1.33041729866026e-16	-1.08733081762295	1.33041729866026e-16	3.85222733708906e-17	1.33041729866026e-13	1.33041729866026e-16
18	1.32740009464705e-16	-1.08733081762295	1.32740009464705e-16	3.84349101368664e-17	1.32740009464705e-13	1.32740009464705e-16
18	7.77535407005604e-18	-1.08733081762295	7.77535407005604e-18	2.25135613723445e-18	7.77535407005604e-15	7.77535407005604e-18
18	7.78045025156073e-17	-1.08733081762295	7.78045025156073e-17	2.25283173814004e-17	7.78045025156073e-14	7.78045025156073e-17
18	1.16673433291649e-16	-1.08733081762295	1.16673433291649e-16	3.37828281164662e-17	1.16673433291649e-13	1.16673433291649e-16
18	1.77447491630445e-17	-1.08733081762295	1.77447491630445e-17	5.13799752036478e-18	1.77447491630445e-14	1.77447491630445e-17
18	1.13610472826323e-18	-1.08733081762295	1.13610472826323e-18	3.28959469815895e-19	1.13610472826323e-15	1.13610472826323e-18
18	0	-1.08733081762295	0	0	0	0
18	0	-1.08733081762295	0	0	0	0
18	0	-1.08733081762295	0	0	0	0
18	0	-1.08733081762295	0	0	0	0
18	0	-1.08733081762295	0	0	0	0
18	0	-1.08733081762295	0	0	0	0
18	7.99061503639097e-17	-1.08733081762295	7.99061503639097e-17	2.31368501554644e-17	7.99061503639097e-14	7.99061503639097e-17
18	1.49482462668804e-16	-1.08733081762295	1.49482462668804e-16	4.3282692557293e-17	1.49482462668804e-13	1.49482462668804e-16
18	0	-1.08733081762295	0	0	0	0
18	0	-1.08733081762295	0	0	0	0
18	0	-1.08733081762295	0	0	0	0
