group	y	x	density	scaled	count	ymax
21	3.21511868897528e-16	-1.08733081762295	3.21511868897528e-16	7.53354956995345e-17	3.21511868897528e-13	3.21511868897528e-16
21	1.73177087485e-16	-1.08733081762295	1.73177087485e-16	4.05782274048561e-17	1.73177087485e-13	1.73177087485e-16
21	6.68006957803014e-17	-1.08733081762295	6.68006957803014e-17	1.56524968951823e-17	6.68006957803014e-14	6.68006957803014e-17
21	1.11672162218239e-16	-1.08733081762295	1.11672162218239e-16	2.61666162602266e-17	1.11672162218239e-13	1.11672162218239e-16
21	1.78577355300973e-16	-1.08733081762295	1.78577355300973e-16	4.18435985845316e-17	1.78577355300973e-13	1.78577355300973e-16
21	1.13472382828219e-16	-1.08733081762295	1.13472382828219e-16	2.65884374280932e-17	1.13472382828219e-13	1.13472382828219e-16
21	6.47055813853472e-17	-1.08733081762295	6.47055813853472e-17	1.51615772845554e-17	6.47055813853472e-14	6.47055813853472e-17
21	2.4645876113246e-16	-1.08733081762295	2.4645876113246e-16	5.77493235415354e-17	2.4645876113246e-13	2.4645876113246e-16
21	1.85019249855484e-16	-1.08733081762295	1.85019249855484e-16	4.3353039965879e-17	1.85019249855485e-13	1.85019249855484e-16
21	2.1129674271953e-16	-1.08733081762295	2.1129674271953e-16	4.95102868427737e-17	2.1129674271953e-13	2.1129674271953e-16
21	1.66057925221643e-16	-1.08733081762295	1.66057925221643e-16	3.89100911089409e-17	1.66057925221643e-13	1.66057925221643e-16
21	2.29848930141613e-16	-1.08733081762295	2.29848930141613e-16	5.38573681512983e-17	2.29848930141613e-13	2.29848930141613e-16
21	3.10897803833061e-16	-1.08733081762295	3.10897803833061e-16	7.28484464476341e-17	3.10897803833061e-13	3.10897803833061e-16
21	3.1624943862396e-16	-1.08733081762295	3.1624943862396e-16	7.41024221131599e-17	3.1624943862396e-13	3.1624943862396e-16
21	2.25247942175646e-16	-1.08733081762295	2.25247942175646e-16	5.27792813288358e-17	2.25247942175646e-13	2.25247942175646e-16
21	3.23313725924244e-16	-1.08733081762295	3.23313725924244e-16	7.57577003066392e-17	3.23313725924244e-13	3.23313725924244e-16
21	3.41962627481949e-16	-1.08733081762295	3.41962627481949e-16	8.01274433208521e-17	3.41962627481949e-13	3.41962627481949e-16
21	3.25303005454561e-16	-1.08733081762295	3.25303005454561e-16	7.62238210754159e-17	3.25303005454561e-13	3.25303005454561e-16
21	1.62831208347107e-16	-1.08733081762295	1.62831208347107e-16	3.81540185071463e-17	1.62831208347107e-13	1.62831208347107e-16
21	1.41472961186887e-16	-1.08733081762295	1.41472961186887e-16	3.31494314522244e-17	1.41472961186887e-13	1.41472961186887e-16
21	2.27332412721013e-16	-1.08733081762295	2.27332412721013e-16	5.32677069112094e-17	2.27332412721013e-13	2.27332412721013e-16
