x	y	group
5	0.227990611537619	-1
10	0.237132591990712	-1
15	0.0473389509965438	-1
20	0.248433622719037	-1
25	0.321035031726622	-1
30	0.108523434645282	-1
35	0.233498882131427	-1
40	0.754105496827069	-1
45	0.440276273133617	-1
50	0.286472353377839	-1
55	0.403368666518786	-1
60	0.340840644884569	-1
65	0.730528311201193	-1
70	0.763804880290993	-1
75	0.0531390645049934	-1
80	0.746692292374975	-1
85	0.893541965898201	-1
90	0.502378876209873	-1
95	0.101442707510056	-1
100	0.345245619044993	-1
105	0.772363875989482	-1
110	0.867213468992967	-1
115	0.767486506556626	-1
120	0.711687479449569	-1
125	0.88716797490827	-1
130	0.0192670205951315	-1
135	0.182055486087696	-1
140	0.925939686567275	-1
145	0.0677000777354073	-1
150	0.36649017574606	-1
