group	y	x	density	scaled	count	ymax
5	9.47366691315998e-18	-1.31754514517753	9.47366691315998e-18	4.68733697428499e-18	9.47366691315998e-15	9.47366691315998e-18
5	9.82639352861222e-17	-1.3122583517843	9.82639352861222e-17	4.86185741305268e-17	9.82639352861222e-14	9.82639352861222e-17
5	5.82071911425155e-17	-1.30697155839107	5.82071911425155e-17	2.87994840553857e-17	5.82071911425155e-14	5.82071911425155e-17
5	6.14387960444929e-17	-1.30168476499784	6.14387960444929e-17	3.03984025398722e-17	6.14387960444929e-14	6.14387960444929e-17
5	3.08689654658781e-17	-1.2963979716046	3.08689654658781e-17	1.52732035559686e-17	3.08689654658781e-14	3.08689654658781e-17
5	0	-1.29111117821137	0	0	0	0
5	0	-1.28582438481814	0	0	0	0
5	1.68685919834884e-17	-1.28053759142491	1.68685919834884e-17	8.34616370124824e-18	1.68685919834884e-14	1.68685919834884e-17
5	8.44473046050048e-17	-1.27525079803167	8.44473046050048e-17	4.17824456867793e-17	8.44473046050048e-14	8.44473046050048e-17
5	9.66942381736882e-17	-1.26996400463844	9.66942381736882e-17	4.78419266738467e-17	9.66942381736882e-14	9.66942381736882e-17
5	1.08941171742373e-16	-1.26467721124521	1.08941171742373e-16	5.39014076609145e-17	1.08941171742373e-13	1.08941171742373e-16
5	5.51103867955397e-17	-1.25939041785198	5.51103867955397e-17	2.72672615642676e-17	5.51103867955397e-14	5.51103867955397e-17
5	1.02974058394824e-16	-1.25410362445875	1.02974058394824e-16	5.09490269956346e-17	1.02974058394824e-13	1.02974058394824e-16
5	1.52620866352332e-16	-1.24881683106551	1.52620866352332e-16	7.55130443637347e-17	1.52620866352332e-13	1.52620866352332e-16
5	1.25318498937389e-16	-1.24353003767228	1.25318498937389e-16	6.20045056487195e-17	1.25318498937389e-13	1.25318498937389e-16
5	8.03160967151335e-17	-1.23824324427905	8.03160967151335e-17	3.97384258085047e-17	8.03160967151335e-14	8.03160967151335e-17
5	1.12028068288961e-16	-1.23295645088582	1.12028068288961e-16	5.54287280165116e-17	1.12028068288961e-13	1.12028068288961e-16
5	1.17580518952663e-16	-1.22766965749258	1.17580518952663e-16	5.8175943802377e-17	1.17580518952663e-13	1.17580518952663e-16
5	1.05333585383979e-16	-1.22238286409935	1.05333585383979e-16	5.21164628153094e-17	1.05333585383979e-13	1.05333585383979e-16
5	1.59067192275177e-16	-1.21709607070612	1.59067192275177e-16	7.87025276043233e-17	1.59067192275177e-13	1.59067192275177e-16
5	6.57644687995673e-17	-1.21180927731289	6.57644687995673e-17	3.253863884218e-17	6.57644687995673e-14	6.57644687995673e-17
5	6.14273954276098e-18	-1.20652248391965	6.14273954276098e-18	3.03927617955294e-18	6.14273954276098e-15	6.14273954276098e-18
5	2.4416776103693e-17	-1.20123569052642	2.4416776103693e-17	1.20808192300591e-17	2.4416776103693e-14	2.4416776103693e-17
5	3.76177920840855e-17	-1.19594889713319	3.76177920840855e-17	1.86123566875421e-17	3.76177920840855e-14	3.76177920840855e-17
5	0	-1.19066210373996	0	0	0	0
5	0	-1.18537531034672	0	0	0	0
5	0	-1.18008851695349	0	0	0	0
5	1.00535540423732e-16	-1.17480172356026	1.00535540423732e-16	4.97425083842953e-17	1.00535540423732e-13	1.00535540423732e-16
5	6.18784861721664e-17	-1.16951493016703	6.18784861721664e-17	3.06159503818603e-17	6.18784861721664e-14	6.18784861721664e-17
5	1.01595378542222e-16	-1.1642281367738	1.01595378542222e-16	5.02668901727933e-17	1.01595378542222e-13	1.01595378542222e-16
5	1.17972434316058e-16	-1.15894134338056	1.17972434316058e-16	5.83698538680855e-17	1.17972434316058e-13	1.17972434316058e-16
5	7.85794867692224e-17	-1.15365454998733	7.85794867692224e-17	3.88791939942563e-17	7.85794867692224e-14	7.85794867692224e-17
5	3.57152192788284e-17	-1.1483677565941	3.57152192788284e-17	1.76710105395196e-17	3.57152192788284e-14	3.57152192788284e-17
5	8.17034081321809e-18	-1.14308096320087	8.17034081321809e-18	4.04248333167675e-18	8.17034081321809e-15	8.17034081321809e-18
5	5.53052857491706e-17	-1.13779416980763	5.53052857491706e-17	2.73636927645596e-17	5.53052857491706e-14	5.53052857491706e-17
5	4.91818189648283e-17	-1.1325073764144	4.91818189648283e-17	2.43339522710257e-17	4.91818189648283e-14	4.91818189648283e-17
5	9.97492129930069e-18	-1.12722058302117	9.97492129930069e-18	4.93534529452855e-18	9.97492129930069e-15	9.97492129930069e-18
5	3.28893461910945e-17	-1.12193378962794	3.28893461910945e-17	1.62728381602087e-17	3.28893461910945e-14	3.28893461910945e-17
5	3.49815791502814e-17	-1.1166469962347	3.49815791502814e-17	1.73080234795058e-17	3.49815791502814e-14	3.49815791502814e-17
5	4.2691871392689e-17	-1.11136020284147	4.2691871392689e-17	2.11228861131262e-17	4.2691871392689e-14	4.2691871392689e-17
5	6.47933937528167e-17	-1.10607340944824	6.47933937528167e-17	3.20581748346143e-17	6.47933937528167e-14	6.47933937528167e-17
5	6.0294890811607e-17	-1.10078661605501	6.0294890811607e-17	2.98324264144359e-17	6.0294890811607e-14	6.0294890811607e-17
5	4.95563345614096e-17	-1.09549982266177	4.95563345614096e-17	2.45192533608142e-17	4.95563345614096e-14	4.95563345614096e-17
5	2.50624674240416e-17	-1.09021302926854	2.50624674240416e-17	1.2400291386679e-17	2.50624674240416e-14	2.50624674240416e-17
5	2.72508197108005e-17	-1.08492623587531	2.72508197108005e-17	1.3483034181049e-17	2.72508197108005e-14	2.72508197108005e-17
5	3.28695305903143e-17	-1.07963944248208	3.28695305903143e-17	1.62630338891639e-17	3.28695305903143e-14	3.28695305903143e-17
5	7.98290119982984e-17	-1.07435264908885	7.98290119982984e-17	3.94974282915181e-17	7.98290119982984e-14	7.98290119982984e-17
5	7.79464992583447e-17	-1.06906585569561	7.79464992583447e-17	3.85660073695633e-17	7.79464992583447e-14	7.79464992583447e-17
5	3.32331340354089e-17	-1.06377906230238	3.32331340354089e-17	1.64429359152529e-17	3.32331340354089e-14	3.32331340354089e-17
5	2.76591439682387e-17	-1.05849226890915	2.76591439682387e-17	1.36850629632441e-17	2.76591439682387e-14	2.76591439682387e-17
5	7.12435200358397e-17	-1.05320547551592	7.12435200358397e-17	3.52495383997849e-17	7.12435200358397e-14	7.12435200358397e-17
5	2.18318803514911e-17	-1.04791868212268	2.18318803514911e-17	1.08018764991154e-17	2.18318803514911e-14	2.18318803514911e-17
5	1.93061330237887e-18	-1.04263188872945	1.93061330237887e-18	9.55219895130177e-19	1.93061330237887e-15	1.93061330237887e-18
5	2.7647159610358e-18	-1.03734509533622	2.7647159610358e-18	1.3679133398238e-18	2.7647159610358e-15	2.7647159610358e-18
5	1.11244455070034e-18	-1.03205830194299	1.11244455070034e-18	5.50410155026263e-19	1.11244455070034e-15	1.11244455070034e-18
5	1.16957330488242e-17	-1.02677150854975	1.16957330488242e-17	5.78676055044396e-18	1.16957330488242e-14	1.16957330488242e-17
5	1.15672300215929e-17	-1.02148471515652	1.15672300215929e-17	5.72318041865653e-18	1.15672300215929e-14	1.15672300215929e-17
5	0	-1.01619792176329	0	0	0	0
5	0	-1.01091112837006	0	0	0	0
5	0	-1.00562433497683	0	0	0	0
5	0	-1.00033754158359	0	0	0	0
5	0	-0.995050748190361	0	0	0	0
5	0	-0.989763954797128	0	0	0	0
5	0	-0.984477161403896	0	0	0	0
5	0	-0.979190368010664	0	0	0	0
5	0	-0.973903574617431	0	0	0	0
5	0	-0.968616781224199	0	0	0	0
5	0	-0.963329987830967	0	0	0	0
5	0	-0.958043194437734	0	0	0	0
5	0	-0.952756401044502	0	0	0	0
5	0	-0.94746960765127	0	0	0	0
5	1.75879455546234e-17	-0.942182814258037	1.75879455546234e-17	8.70208212465001e-18	1.75879455546234e-14	1.75879455546234e-17
5	1.12484357514142e-17	-0.936896020864805	1.12484357514142e-17	5.56544886829741e-18	1.12484357514142e-14	1.12484357514142e-17
5	7.71764324640996e-17	-0.931609227471573	7.71764324640996e-17	3.81849972928506e-17	7.71764324640996e-14	7.71764324640996e-17
5	3.12849281132437e-16	-0.92632243407834	3.12849281132437e-16	1.54790116253033e-16	3.12849281132437e-13	3.12849281132437e-16
5	8.55515438230227e-16	-0.921035640685108	8.55515438230227e-16	4.23287960453592e-16	8.55515438230227e-13	8.55515438230227e-16
5	2.12109406231786e-15	-0.915748847291876	2.12109406231786e-15	1.04946508203998e-15	2.12109406231786e-12	2.12109406231786e-15
5	5.00371605104691e-15	-0.910462053898643	5.00371605104691e-15	2.47571541937104e-15	5.00371605104691e-12	5.00371605104691e-15
5	1.27165260753215e-14	-0.905175260505411	1.27165260753215e-14	6.29182378942554e-15	1.27165260753215e-11	1.27165260753215e-14
5	3.15381271708168e-14	-0.899888467112179	3.15381271708168e-14	1.56042882806149e-14	3.15381271708168e-11	3.15381271708168e-14
5	7.59584813664609e-14	-0.894601673718946	7.59584813664609e-14	3.75823850978934e-14	7.59584813664609e-11	7.59584813664609e-14
5	1.78582621190171e-13	-0.889314880325714	1.78582621190171e-13	8.83582810059136e-14	1.78582621190171e-10	1.78582621190171e-13
5	4.09401323347153e-13	-0.884028086932482	4.09401323347153e-13	2.02561687869837e-13	4.09401323347153e-10	4.09401323347153e-13
